Time,KEYS,Licenses,RunningSum,Area,Arabic
1968,8137,0,0,"ZAA'BEEL SECOND",زعبيل الثانية
1969,8137,0,0,"ZAA'BEEL SECOND",زعبيل الثانية
1970,8137,0,0,"ZAA'BEEL SECOND",زعبيل الثانية
1971,8137,0,0,"ZAA'BEEL SECOND",زعبيل الثانية
1972,8137,0,0,"ZAA'BEEL SECOND",زعبيل الثانية
1973,8137,0,0,"ZAA'BEEL SECOND",زعبيل الثانية
1974,8137,0,0,"ZAA'BEEL SECOND",زعبيل الثانية
1975,8137,0,0,"ZAA'BEEL SECOND",زعبيل الثانية
1976,8137,0,0,"ZAA'BEEL SECOND",زعبيل الثانية
1977,8137,0,0,"ZAA'BEEL SECOND",زعبيل الثانية
1978,8137,0,0,"ZAA'BEEL SECOND",زعبيل الثانية
1979,8137,0,0,"ZAA'BEEL SECOND",زعبيل الثانية
1980,8137,0,0,"ZAA'BEEL SECOND",زعبيل الثانية
1981,8137,0,0,"ZAA'BEEL SECOND",زعبيل الثانية
1982,8137,0,0,"ZAA'BEEL SECOND",زعبيل الثانية
1983,8137,1,1,"ZAA'BEEL SECOND",زعبيل الثانية
1984,8137,2,3,"ZAA'BEEL SECOND",زعبيل الثانية
1985,8137,0,3,"ZAA'BEEL SECOND",زعبيل الثانية
1986,8137,0,3,"ZAA'BEEL SECOND",زعبيل الثانية
1987,8137,0,3,"ZAA'BEEL SECOND",زعبيل الثانية
1988,8137,1,4,"ZAA'BEEL SECOND",زعبيل الثانية
1989,8137,0,4,"ZAA'BEEL SECOND",زعبيل الثانية
1990,8137,0,4,"ZAA'BEEL SECOND",زعبيل الثانية
1991,8137,0,4,"ZAA'BEEL SECOND",زعبيل الثانية
1992,8137,3,7,"ZAA'BEEL SECOND",زعبيل الثانية
1993,8137,0,7,"ZAA'BEEL SECOND",زعبيل الثانية
1994,8137,1,8,"ZAA'BEEL SECOND",زعبيل الثانية
1995,8137,0,8,"ZAA'BEEL SECOND",زعبيل الثانية
1996,8137,0,8,"ZAA'BEEL SECOND",زعبيل الثانية
1997,8137,0,8,"ZAA'BEEL SECOND",زعبيل الثانية
1998,8137,0,8,"ZAA'BEEL SECOND",زعبيل الثانية
1999,8137,1,9,"ZAA'BEEL SECOND",زعبيل الثانية
2000,8137,2,11,"ZAA'BEEL SECOND",زعبيل الثانية
2001,8137,1,12,"ZAA'BEEL SECOND",زعبيل الثانية
2002,8137,1,13,"ZAA'BEEL SECOND",زعبيل الثانية
2003,8137,4,17,"ZAA'BEEL SECOND",زعبيل الثانية
2004,8137,4,21,"ZAA'BEEL SECOND",زعبيل الثانية
2005,8137,6,27,"ZAA'BEEL SECOND",زعبيل الثانية
2006,8137,3,30,"ZAA'BEEL SECOND",زعبيل الثانية
2007,8137,7,37,"ZAA'BEEL SECOND",زعبيل الثانية
2008,8137,1,38,"ZAA'BEEL SECOND",زعبيل الثانية
2009,8137,4,42,"ZAA'BEEL SECOND",زعبيل الثانية
2010,8137,2,44,"ZAA'BEEL SECOND",زعبيل الثانية
2011,8137,3,47,"ZAA'BEEL SECOND",زعبيل الثانية
2012,8137,7,54,"ZAA'BEEL SECOND",زعبيل الثانية
2013,8137,5,59,"ZAA'BEEL SECOND",زعبيل الثانية
2014,8137,6,65,"ZAA'BEEL SECOND",زعبيل الثانية
2015,8137,6,71,"ZAA'BEEL SECOND",زعبيل الثانية
2016,8137,15,86,"ZAA'BEEL SECOND",زعبيل الثانية
2017,8137,16,102,"ZAA'BEEL SECOND",زعبيل الثانية
2018,8137,18,120,"ZAA'BEEL SECOND",زعبيل الثانية
2019,8137,28,148,"ZAA'BEEL SECOND",زعبيل الثانية
2020,8137,28,176,"ZAA'BEEL SECOND",زعبيل الثانية
2021,8137,0,176,"ZAA'BEEL SECOND",زعبيل الثانية
1963,8177,0,0,HATTA,حتا
1964,8177,0,0,HATTA,حتا
1965,8177,0,0,HATTA,حتا
1966,8177,0,0,HATTA,حتا
1967,8177,0,0,HATTA,حتا
1968,8177,0,0,HATTA,حتا
1969,8177,0,0,HATTA,حتا
1970,8177,0,0,HATTA,حتا
1971,8177,0,0,HATTA,حتا
1972,8177,0,0,HATTA,حتا
1973,8177,0,0,HATTA,حتا
1974,8177,0,0,HATTA,حتا
1975,8177,0,0,HATTA,حتا
1976,8177,0,0,HATTA,حتا
1977,8177,1,1,HATTA,حتا
1978,8177,0,1,HATTA,حتا
1979,8177,0,1,HATTA,حتا
1980,8177,5,6,HATTA,حتا
1981,8177,2,8,HATTA,حتا
1982,8177,1,9,HATTA,حتا
1983,8177,4,13,HATTA,حتا
1984,8177,3,16,HATTA,حتا
1985,8177,1,17,HATTA,حتا
1986,8177,1,18,HATTA,حتا
1987,8177,2,20,HATTA,حتا
1988,8177,5,25,HATTA,حتا
1989,8177,2,27,HATTA,حتا
1990,8177,6,33,HATTA,حتا
1991,8177,1,34,HATTA,حتا
1992,8177,6,40,HATTA,حتا
1993,8177,3,43,HATTA,حتا
1994,8177,6,49,HATTA,حتا
1995,8177,0,49,HATTA,حتا
1996,8177,3,52,HATTA,حتا
1997,8177,6,58,HATTA,حتا
1998,8177,1,59,HATTA,حتا
1999,8177,2,61,HATTA,حتا
2000,8177,3,64,HATTA,حتا
2001,8177,1,65,HATTA,حتا
2002,8177,8,73,HATTA,حتا
2003,8177,5,78,HATTA,حتا
2004,8177,7,85,HATTA,حتا
2005,8177,3,88,HATTA,حتا
2006,8177,3,91,HATTA,حتا
2007,8177,13,104,HATTA,حتا
2008,8177,3,107,HATTA,حتا
2009,8177,3,110,HATTA,حتا
2010,8177,11,121,HATTA,حتا
2011,8177,8,129,HATTA,حتا
2012,8177,13,142,HATTA,حتا
2013,8177,5,147,HATTA,حتا
2014,8177,13,160,HATTA,حتا
2015,8177,7,167,HATTA,حتا
2016,8177,20,187,HATTA,حتا
2017,8177,10,197,HATTA,حتا
2018,8177,10,207,HATTA,حتا
2019,8177,21,228,HATTA,حتا
2020,8177,43,271,HATTA,حتا
2021,8177,0,271,HATTA,حتا
1963,8257,0,0,AL HEBIAH FOURTH,الحبيه الرابعة
1964,8257,0,0,AL HEBIAH FOURTH,الحبيه الرابعة
1965,8257,0,0,AL HEBIAH FOURTH,الحبيه الرابعة
1966,8257,0,0,AL HEBIAH FOURTH,الحبيه الرابعة
1967,8257,0,0,AL HEBIAH FOURTH,الحبيه الرابعة
1968,8257,0,0,AL HEBIAH FOURTH,الحبيه الرابعة
1969,8257,0,0,AL HEBIAH FOURTH,الحبيه الرابعة
1970,8257,0,0,AL HEBIAH FOURTH,الحبيه الرابعة
1971,8257,0,0,AL HEBIAH FOURTH,الحبيه الرابعة
1972,8257,0,0,AL HEBIAH FOURTH,الحبيه الرابعة
1973,8257,0,0,AL HEBIAH FOURTH,الحبيه الرابعة
1974,8257,0,0,AL HEBIAH FOURTH,الحبيه الرابعة
1975,8257,0,0,AL HEBIAH FOURTH,الحبيه الرابعة
1976,8257,0,0,AL HEBIAH FOURTH,الحبيه الرابعة
1977,8257,0,0,AL HEBIAH FOURTH,الحبيه الرابعة
1978,8257,0,0,AL HEBIAH FOURTH,الحبيه الرابعة
1979,8257,0,0,AL HEBIAH FOURTH,الحبيه الرابعة
1980,8257,0,0,AL HEBIAH FOURTH,الحبيه الرابعة
1981,8257,0,0,AL HEBIAH FOURTH,الحبيه الرابعة
1982,8257,0,0,AL HEBIAH FOURTH,الحبيه الرابعة
1983,8257,0,0,AL HEBIAH FOURTH,الحبيه الرابعة
1984,8257,0,0,AL HEBIAH FOURTH,الحبيه الرابعة
1985,8257,0,0,AL HEBIAH FOURTH,الحبيه الرابعة
1986,8257,0,0,AL HEBIAH FOURTH,الحبيه الرابعة
1987,8257,0,0,AL HEBIAH FOURTH,الحبيه الرابعة
1988,8257,0,0,AL HEBIAH FOURTH,الحبيه الرابعة
1989,8257,0,0,AL HEBIAH FOURTH,الحبيه الرابعة
1990,8257,0,0,AL HEBIAH FOURTH,الحبيه الرابعة
1991,8257,0,0,AL HEBIAH FOURTH,الحبيه الرابعة
1992,8257,0,0,AL HEBIAH FOURTH,الحبيه الرابعة
1993,8257,0,0,AL HEBIAH FOURTH,الحبيه الرابعة
1994,8257,0,0,AL HEBIAH FOURTH,الحبيه الرابعة
1995,8257,0,0,AL HEBIAH FOURTH,الحبيه الرابعة
1996,8257,0,0,AL HEBIAH FOURTH,الحبيه الرابعة
1997,8257,0,0,AL HEBIAH FOURTH,الحبيه الرابعة
1998,8257,0,0,AL HEBIAH FOURTH,الحبيه الرابعة
1999,8257,0,0,AL HEBIAH FOURTH,الحبيه الرابعة
2000,8257,0,0,AL HEBIAH FOURTH,الحبيه الرابعة
2001,8257,0,0,AL HEBIAH FOURTH,الحبيه الرابعة
2002,8257,0,0,AL HEBIAH FOURTH,الحبيه الرابعة
2003,8257,0,0,AL HEBIAH FOURTH,الحبيه الرابعة
2004,8257,1,1,AL HEBIAH FOURTH,الحبيه الرابعة
2005,8257,1,2,AL HEBIAH FOURTH,الحبيه الرابعة
2006,8257,0,2,AL HEBIAH FOURTH,الحبيه الرابعة
2007,8257,2,4,AL HEBIAH FOURTH,الحبيه الرابعة
2008,8257,3,7,AL HEBIAH FOURTH,الحبيه الرابعة
2009,8257,1,8,AL HEBIAH FOURTH,الحبيه الرابعة
2010,8257,0,8,AL HEBIAH FOURTH,الحبيه الرابعة
2011,8257,2,10,AL HEBIAH FOURTH,الحبيه الرابعة
2012,8257,1,11,AL HEBIAH FOURTH,الحبيه الرابعة
2013,8257,4,15,AL HEBIAH FOURTH,الحبيه الرابعة
2014,8257,3,18,AL HEBIAH FOURTH,الحبيه الرابعة
2015,8257,9,27,AL HEBIAH FOURTH,الحبيه الرابعة
2016,8257,2,29,AL HEBIAH FOURTH,الحبيه الرابعة
2017,8257,2,31,AL HEBIAH FOURTH,الحبيه الرابعة
2018,8257,3,34,AL HEBIAH FOURTH,الحبيه الرابعة
2019,8257,10,44,AL HEBIAH FOURTH,الحبيه الرابعة
2020,8257,28,72,AL HEBIAH FOURTH,الحبيه الرابعة
2021,8257,0,72,AL HEBIAH FOURTH,الحبيه الرابعة
1963,8297,0,0,AL THANYAH FIFTH,الثنيه الخامسة
1964,8297,0,0,AL THANYAH FIFTH,الثنيه الخامسة
1965,8297,0,0,AL THANYAH FIFTH,الثنيه الخامسة
1966,8297,0,0,AL THANYAH FIFTH,الثنيه الخامسة
1967,8297,0,0,AL THANYAH FIFTH,الثنيه الخامسة
1968,8297,0,0,AL THANYAH FIFTH,الثنيه الخامسة
1969,8297,1,1,AL THANYAH FIFTH,الثنيه الخامسة
1970,8297,0,1,AL THANYAH FIFTH,الثنيه الخامسة
1971,8297,0,1,AL THANYAH FIFTH,الثنيه الخامسة
1972,8297,0,1,AL THANYAH FIFTH,الثنيه الخامسة
1973,8297,0,1,AL THANYAH FIFTH,الثنيه الخامسة
1974,8297,0,1,AL THANYAH FIFTH,الثنيه الخامسة
1975,8297,0,1,AL THANYAH FIFTH,الثنيه الخامسة
1976,8297,0,1,AL THANYAH FIFTH,الثنيه الخامسة
1977,8297,0,1,AL THANYAH FIFTH,الثنيه الخامسة
1978,8297,0,1,AL THANYAH FIFTH,الثنيه الخامسة
1979,8297,0,1,AL THANYAH FIFTH,الثنيه الخامسة
1980,8297,0,1,AL THANYAH FIFTH,الثنيه الخامسة
1981,8297,0,1,AL THANYAH FIFTH,الثنيه الخامسة
1982,8297,0,1,AL THANYAH FIFTH,الثنيه الخامسة
1983,8297,0,1,AL THANYAH FIFTH,الثنيه الخامسة
1984,8297,0,1,AL THANYAH FIFTH,الثنيه الخامسة
1985,8297,0,1,AL THANYAH FIFTH,الثنيه الخامسة
1986,8297,0,1,AL THANYAH FIFTH,الثنيه الخامسة
1987,8297,1,2,AL THANYAH FIFTH,الثنيه الخامسة
1988,8297,0,2,AL THANYAH FIFTH,الثنيه الخامسة
1989,8297,0,2,AL THANYAH FIFTH,الثنيه الخامسة
1990,8297,0,2,AL THANYAH FIFTH,الثنيه الخامسة
1991,8297,0,2,AL THANYAH FIFTH,الثنيه الخامسة
1992,8297,0,2,AL THANYAH FIFTH,الثنيه الخامسة
1993,8297,1,3,AL THANYAH FIFTH,الثنيه الخامسة
1994,8297,0,3,AL THANYAH FIFTH,الثنيه الخامسة
1995,8297,0,3,AL THANYAH FIFTH,الثنيه الخامسة
1996,8297,1,4,AL THANYAH FIFTH,الثنيه الخامسة
1997,8297,1,5,AL THANYAH FIFTH,الثنيه الخامسة
1998,8297,0,5,AL THANYAH FIFTH,الثنيه الخامسة
1999,8297,0,5,AL THANYAH FIFTH,الثنيه الخامسة
2000,8297,0,5,AL THANYAH FIFTH,الثنيه الخامسة
2001,8297,2,7,AL THANYAH FIFTH,الثنيه الخامسة
2002,8297,1,8,AL THANYAH FIFTH,الثنيه الخامسة
2003,8297,1,9,AL THANYAH FIFTH,الثنيه الخامسة
2004,8297,0,9,AL THANYAH FIFTH,الثنيه الخامسة
2005,8297,1,10,AL THANYAH FIFTH,الثنيه الخامسة
2006,8297,2,12,AL THANYAH FIFTH,الثنيه الخامسة
2007,8297,1,13,AL THANYAH FIFTH,الثنيه الخامسة
2008,8297,3,16,AL THANYAH FIFTH,الثنيه الخامسة
2009,8297,0,16,AL THANYAH FIFTH,الثنيه الخامسة
2010,8297,0,16,AL THANYAH FIFTH,الثنيه الخامسة
2011,8297,2,18,AL THANYAH FIFTH,الثنيه الخامسة
2012,8297,5,23,AL THANYAH FIFTH,الثنيه الخامسة
2013,8297,2,25,AL THANYAH FIFTH,الثنيه الخامسة
2014,8297,3,28,AL THANYAH FIFTH,الثنيه الخامسة
2015,8297,2,30,AL THANYAH FIFTH,الثنيه الخامسة
2016,8297,3,33,AL THANYAH FIFTH,الثنيه الخامسة
2017,8297,3,36,AL THANYAH FIFTH,الثنيه الخامسة
2018,8297,3,39,AL THANYAH FIFTH,الثنيه الخامسة
2019,8297,18,57,AL THANYAH FIFTH,الثنيه الخامسة
2020,8297,48,105,AL THANYAH FIFTH,الثنيه الخامسة
2021,8297,0,105,AL THANYAH FIFTH,الثنيه الخامسة
1963,8377,0,0,AL HEBIAH SECOND,الحبيه الثانية
1964,8377,0,0,AL HEBIAH SECOND,الحبيه الثانية
1965,8377,0,0,AL HEBIAH SECOND,الحبيه الثانية
1966,8377,0,0,AL HEBIAH SECOND,الحبيه الثانية
1967,8377,0,0,AL HEBIAH SECOND,الحبيه الثانية
1968,8377,0,0,AL HEBIAH SECOND,الحبيه الثانية
1969,8377,0,0,AL HEBIAH SECOND,الحبيه الثانية
1970,8377,0,0,AL HEBIAH SECOND,الحبيه الثانية
1971,8377,0,0,AL HEBIAH SECOND,الحبيه الثانية
1972,8377,0,0,AL HEBIAH SECOND,الحبيه الثانية
1973,8377,0,0,AL HEBIAH SECOND,الحبيه الثانية
1974,8377,0,0,AL HEBIAH SECOND,الحبيه الثانية
1975,8377,0,0,AL HEBIAH SECOND,الحبيه الثانية
1976,8377,0,0,AL HEBIAH SECOND,الحبيه الثانية
1977,8377,0,0,AL HEBIAH SECOND,الحبيه الثانية
1978,8377,0,0,AL HEBIAH SECOND,الحبيه الثانية
1979,8377,0,0,AL HEBIAH SECOND,الحبيه الثانية
1980,8377,0,0,AL HEBIAH SECOND,الحبيه الثانية
1981,8377,0,0,AL HEBIAH SECOND,الحبيه الثانية
1982,8377,0,0,AL HEBIAH SECOND,الحبيه الثانية
1983,8377,0,0,AL HEBIAH SECOND,الحبيه الثانية
1984,8377,0,0,AL HEBIAH SECOND,الحبيه الثانية
1985,8377,0,0,AL HEBIAH SECOND,الحبيه الثانية
1986,8377,0,0,AL HEBIAH SECOND,الحبيه الثانية
1987,8377,0,0,AL HEBIAH SECOND,الحبيه الثانية
1988,8377,0,0,AL HEBIAH SECOND,الحبيه الثانية
1989,8377,0,0,AL HEBIAH SECOND,الحبيه الثانية
1990,8377,0,0,AL HEBIAH SECOND,الحبيه الثانية
1991,8377,0,0,AL HEBIAH SECOND,الحبيه الثانية
1992,8377,0,0,AL HEBIAH SECOND,الحبيه الثانية
1993,8377,0,0,AL HEBIAH SECOND,الحبيه الثانية
1994,8377,0,0,AL HEBIAH SECOND,الحبيه الثانية
1995,8377,0,0,AL HEBIAH SECOND,الحبيه الثانية
1996,8377,0,0,AL HEBIAH SECOND,الحبيه الثانية
1997,8377,0,0,AL HEBIAH SECOND,الحبيه الثانية
1998,8377,0,0,AL HEBIAH SECOND,الحبيه الثانية
1999,8377,0,0,AL HEBIAH SECOND,الحبيه الثانية
2000,8377,0,0,AL HEBIAH SECOND,الحبيه الثانية
2001,8377,0,0,AL HEBIAH SECOND,الحبيه الثانية
2002,8377,0,0,AL HEBIAH SECOND,الحبيه الثانية
2003,8377,0,0,AL HEBIAH SECOND,الحبيه الثانية
2004,8377,0,0,AL HEBIAH SECOND,الحبيه الثانية
2005,8377,0,0,AL HEBIAH SECOND,الحبيه الثانية
2006,8377,0,0,AL HEBIAH SECOND,الحبيه الثانية
2007,8377,0,0,AL HEBIAH SECOND,الحبيه الثانية
2008,8377,0,0,AL HEBIAH SECOND,الحبيه الثانية
2009,8377,0,0,AL HEBIAH SECOND,الحبيه الثانية
2010,8377,1,1,AL HEBIAH SECOND,الحبيه الثانية
2011,8377,0,1,AL HEBIAH SECOND,الحبيه الثانية
2012,8377,0,1,AL HEBIAH SECOND,الحبيه الثانية
2013,8377,1,2,AL HEBIAH SECOND,الحبيه الثانية
2014,8377,0,2,AL HEBIAH SECOND,الحبيه الثانية
2015,8377,1,3,AL HEBIAH SECOND,الحبيه الثانية
2016,8377,1,4,AL HEBIAH SECOND,الحبيه الثانية
2017,8377,1,5,AL HEBIAH SECOND,الحبيه الثانية
2018,8377,2,7,AL HEBIAH SECOND,الحبيه الثانية
2019,8377,1,8,AL HEBIAH SECOND,الحبيه الثانية
2020,8377,10,18,AL HEBIAH SECOND,الحبيه الثانية
2021,8377,0,18,AL HEBIAH SECOND,الحبيه الثانية
1963,8417,0,0,AL THANYAH SECOND,الثنيه الثانية
1964,8417,0,0,AL THANYAH SECOND,الثنيه الثانية
1965,8417,0,0,AL THANYAH SECOND,الثنيه الثانية
1966,8417,0,0,AL THANYAH SECOND,الثنيه الثانية
1967,8417,0,0,AL THANYAH SECOND,الثنيه الثانية
1968,8417,0,0,AL THANYAH SECOND,الثنيه الثانية
1969,8417,0,0,AL THANYAH SECOND,الثنيه الثانية
1970,8417,0,0,AL THANYAH SECOND,الثنيه الثانية
1971,8417,0,0,AL THANYAH SECOND,الثنيه الثانية
1972,8417,0,0,AL THANYAH SECOND,الثنيه الثانية
1973,8417,0,0,AL THANYAH SECOND,الثنيه الثانية
1974,8417,0,0,AL THANYAH SECOND,الثنيه الثانية
1975,8417,0,0,AL THANYAH SECOND,الثنيه الثانية
1976,8417,0,0,AL THANYAH SECOND,الثنيه الثانية
1977,8417,0,0,AL THANYAH SECOND,الثنيه الثانية
1978,8417,0,0,AL THANYAH SECOND,الثنيه الثانية
1979,8417,0,0,AL THANYAH SECOND,الثنيه الثانية
1980,8417,0,0,AL THANYAH SECOND,الثنيه الثانية
1981,8417,0,0,AL THANYAH SECOND,الثنيه الثانية
1982,8417,0,0,AL THANYAH SECOND,الثنيه الثانية
1983,8417,0,0,AL THANYAH SECOND,الثنيه الثانية
1984,8417,0,0,AL THANYAH SECOND,الثنيه الثانية
1985,8417,0,0,AL THANYAH SECOND,الثنيه الثانية
1986,8417,0,0,AL THANYAH SECOND,الثنيه الثانية
1987,8417,0,0,AL THANYAH SECOND,الثنيه الثانية
1988,8417,0,0,AL THANYAH SECOND,الثنيه الثانية
1989,8417,0,0,AL THANYAH SECOND,الثنيه الثانية
1990,8417,0,0,AL THANYAH SECOND,الثنيه الثانية
1991,8417,0,0,AL THANYAH SECOND,الثنيه الثانية
1992,8417,0,0,AL THANYAH SECOND,الثنيه الثانية
1993,8417,0,0,AL THANYAH SECOND,الثنيه الثانية
1994,8417,0,0,AL THANYAH SECOND,الثنيه الثانية
1995,8417,0,0,AL THANYAH SECOND,الثنيه الثانية
1996,8417,0,0,AL THANYAH SECOND,الثنيه الثانية
1997,8417,0,0,AL THANYAH SECOND,الثنيه الثانية
1998,8417,0,0,AL THANYAH SECOND,الثنيه الثانية
1999,8417,0,0,AL THANYAH SECOND,الثنيه الثانية
2000,8417,1,1,AL THANYAH SECOND,الثنيه الثانية
2001,8417,0,1,AL THANYAH SECOND,الثنيه الثانية
2002,8417,0,1,AL THANYAH SECOND,الثنيه الثانية
2003,8417,0,1,AL THANYAH SECOND,الثنيه الثانية
2004,8417,1,2,AL THANYAH SECOND,الثنيه الثانية
2005,8417,0,2,AL THANYAH SECOND,الثنيه الثانية
2006,8417,0,2,AL THANYAH SECOND,الثنيه الثانية
2007,8417,1,3,AL THANYAH SECOND,الثنيه الثانية
2008,8417,0,3,AL THANYAH SECOND,الثنيه الثانية
2009,8417,1,4,AL THANYAH SECOND,الثنيه الثانية
2010,8417,0,4,AL THANYAH SECOND,الثنيه الثانية
2011,8417,1,5,AL THANYAH SECOND,الثنيه الثانية
2012,8417,1,6,AL THANYAH SECOND,الثنيه الثانية
2013,8417,2,8,AL THANYAH SECOND,الثنيه الثانية
2014,8417,3,11,AL THANYAH SECOND,الثنيه الثانية
2015,8417,1,12,AL THANYAH SECOND,الثنيه الثانية
2016,8417,2,14,AL THANYAH SECOND,الثنيه الثانية
2017,8417,0,14,AL THANYAH SECOND,الثنيه الثانية
2018,8417,3,17,AL THANYAH SECOND,الثنيه الثانية
2019,8417,2,19,AL THANYAH SECOND,الثنيه الثانية
2020,8417,0,19,AL THANYAH SECOND,الثنيه الثانية
2021,8417,0,19,AL THANYAH SECOND,الثنيه الثانية
1963,8497,0,0,AL WASL,الوصل
1964,8497,0,0,AL WASL,الوصل
1965,8497,0,0,AL WASL,الوصل
1966,8497,0,0,AL WASL,الوصل
1967,8497,0,0,AL WASL,الوصل
1968,8497,0,0,AL WASL,الوصل
1969,8497,0,0,AL WASL,الوصل
1970,8497,1,1,AL WASL,الوصل
